,Pic_id,MetaphorOccurrence,TargetCategory,SourceCategory,MetaphoricalSenseCategory,SentimentCategory
382,13125.jpg,1,12,12,3,0
383,13127.jpg,0,,,,1
384,13136.jpg,0,,,,1
385,13145.jpg,0,,,,1
386,13164.jpg,1,12,12,8,0
387,13171.jpg,1,12,5,3,1
388,13179.jpg,1,12,11,3,0
389,13188.jpg,1,12,10,7,1
390,1319.jpg,1,12,8,7,0
391,1320.jpg,0,,,,0
392,13205.jpg,1,10,12,3,0
393,13215.jpg,0,,,,0
394,13217.jpg,0,,,,0
395,1322.jpg,0,,,,0
396,13223.jpg,0,,,,0
397,13224.jpg,1,12,11,7,1
398,1323.jpg,0,,,,0
399,13231.jpg,0,,,,0
400,13239.jpg,0,,,,0
401,13269.jpg,0,,,,0
402,13309.jpg,1,12,12,7,1
403,13323.jpg,0,,,,1
404,13332.jpg,1,12,5,7,1
405,13337.jpg,1,12,10,3,0
406,13338.jpg,0,,,,0
407,13346.jpg,0,,,,0
408,13348.jpg,0,,,,0
409,13353.jpg,0,,,,1
410,13369.jpg,1,12,8,7,1
411,13390.jpg,0,,,,0
412,13392.jpg,0,,,,1
413,13400.jpg,0,,,,0
414,13409.jpg,1,12,6,3,0
415,1341.jpg,0,,,,0
416,13410.jpg,0,,,,1
417,13423.jpg,0,,,,0
418,13440.jpg,0,,,,0
419,13441.jpg,0,,,,0
420,13446.jpg,0,,,,1
421,13453.jpg,0,,,,0
422,13463.jpg,0,,,,0
423,13464.jpg,0,,,,1
424,13476.jpg,1,12,10,7,1
425,13478.jpg,0,,,,0
426,13491.jpg,1,12,6,7,0
427,13493.jpg,0,,,,0
428,13495.jpg,0,,,,0
429,13499.jpg,0,,,,0
430,13506.jpg,0,,,,0
431,13529.jpg,0,,,,0
432,13530.jpg,0,,,,0
433,13551.jpg,0,,,,0
434,13553.jpg,0,,,,1
435,13564.jpg,0,,,,1
436,13568.jpg,0,,,,1
437,1357.jpg,0,,,,0
438,13571.jpg,0,,,,0
439,13582.jpg,0,,,,0
440,13603.jpg,0,,,,0
441,13618.jpg,0,,,,0
442,13624.jpg,1,12,11,7,1
443,13639.jpg,0,,,,0
444,13640.jpg,1,12,10,7,1
445,13650.jpg,0,,,,0
446,13672.jpg,0,,,,0
447,13680.jpg,0,,,,0
448,13681.jpg,0,,,,0
449,13697.jpg,0,,,,0
450,13699.jpg,0,,,,0
451,13706.jpg,1,12,11,3,1
452,13713.jpg,0,,,,1
453,13728.jpg,1,12,8,3,0
454,1373.jpg,0,,,,1
455,13765.jpg,0,,,,0
456,13776.jpg,0,,,,1
457,13778.jpg,0,,,,0
458,13798.jpg,0,,,,0
459,1380.jpg,1,12,10,7,0
460,13800.jpg,0,,,,0
461,13809.jpg,0,,,,1
462,13810.jpg,0,,,,0
463,13828.jpg,0,,,,0
464,13829.jpg,1,12,12,7,0
465,13837.jpg,1,12,8,7,0
466,13847.jpg,0,,,,0
467,13849.jpg,1,12,11,7,1
468,13853.jpg,1,12,7,2,0
469,13862.jpg,0,,,,0
470,13865.jpg,0,,,,0
471,13866.jpg,1,12,8,3,1
472,13870.jpg,0,,,,0
473,13891.jpg,0,,,,0
474,13894.jpg,0,,,,0
475,13904.jpg,0,,,,1
476,13906.jpg,0,,,,0
477,13919.jpg,0,,,,1
478,13925.jpg,0,12,2,7,0
479,1393.jpg,0,,,,0
480,13934.jpg,0,,,7,0
481,13943.jpg,1,12,10,8,1
482,13944.jpg,1,12,12,7,0
483,13948.jpg,0,,,,0
484,13957.jpg,0,,,,0
485,13965.jpg,0,,,,1
486,13979.jpg,0,,,,0
487,13993.jpg,1,12,13,7,0
488,13996.jpg,0,,,,0
489,14007.jpg,0,,,,0
490,14018.jpg,0,,,,1
491,1403.jpg,0,,,,1
492,14037.jpg,0,,,,0
493,14053.jpg,0,,,,1
494,14064.jpg,0,,,,0
495,1407.jpg,0,,,,0
496,14076.jpg,0,,,,1
497,14079.jpg,1,12,10,7,0
498,14084.jpg,0,,,,0
499,14085.jpg,0,,,,0
500,14086.jpg,0,,,,0
501,1409.jpg,0,,,,0
502,14100.jpg,1,12,11,7,1
503,14116.jpg,0,,,,0
504,1414.jpg,1,12,10,7,1
505,14141.jpg,0,,,,0
506,14142.jpg,0,,,,0
507,14144.jpg,0,,,,0
508,14164.jpg,0,,,,0
509,14168.jpg,1,12,11,7,0
510,14172.jpg,0,,,,0
511,14173.jpg,0,,,,1
512,14181.jpg,0,,,,0
513,14183.jpg,0,,,,0
514,14197.jpg,0,,,,0
515,14211.jpg,0,,,,0
516,1422.jpg,1,12,10,7,0
517,14220.jpg,0,,,,1
518,14222.jpg,0,,,,1
519,14226.jpg,0,,,,1
520,14232.jpg,1,12,13,7,0
521,14235.jpg,0,,,,0
522,14242.jpg,0,,,,0
523,14247.jpg,0,,,,0
524,14266.jpg,0,,,,0
525,14281.jpg,0,,,,0
526,14284.jpg,0,,,,0
527,14285.jpg,0,,,,1
528,1429.jpg,0,,,,0
529,14299.jpg,0,,,,0
530,14324.jpg,0,,,,0
531,14325.jpg,1,12,7,7,0
532,14334.jpg,0,,,,1
533,14344.jpg,0,,,,0
534,14349.jpg,1,12,11,7,0
535,14355.jpg,1,12,11,7,1
536,14363.jpg,1,12,10,3,0
537,1438.jpg,1,12,11,3,1
538,14388.jpg,0,,,,0
539,14409.jpg,0,,,,0
540,14413.jpg,0,,,,1
541,14421.jpg,0,,,,0
542,14441.jpg,0,,,,0
543,14448.jpg,0,,,,1
544,1445.jpg,0,,,,0
545,14477.jpg,1,10,11,7,1
546,14478.jpg,0,,,,0
547,14479.jpg,0,,,,0
548,1448.jpg,0,,,,0
549,14485.jpg,0,,,,0
550,14490.jpg,1,12,11,3,0
551,14495.jpg,0,,,,1
552,14501.jpg,1,12,11,7,1
553,14509.jpg,1,12,11,7,0
554,1451.jpg,0,12,5,,0
555,14513.jpg,1,2,5,3,1
556,14520.jpg,0,12,12,8,0
557,14525.jpg,1,12,8,7,0
558,14534.jpg,0,,,,0
559,14536.jpg,0,,,,0
560,1455.jpg,0,,,,1
561,14553.jpg,0,,,,0
562,14563.jpg,0,,,,0
563,14567.jpg,0,,,,0
564,1457.jpg,0,,,,0
565,14579.jpg,0,,,,1
566,14580.jpg,0,,,,1
567,14583.jpg,0,,,,1
568,14584.jpg,0,,,,1
569,14597.jpg,1,12,6,7,0
570,14604.jpg,0,,,,1
571,14614.jpg,0,,,,0
572,14619.jpg,0,12,12,8,0
573,14634.jpg,0,,,,0
574,14643.jpg,0,,,,0
575,14661.jpg,0,,,,1
576,14662.jpg,1,12,10,7,0
577,1468.jpg,0,,,,0
578,14682.jpg,1,12,12,3,1
579,14693.jpg,0,,,,0
580,1472.jpg,0,,,,0
581,14733.jpg,0,,,,0
582,14734.jpg,0,,,,0
583,14736.jpg,0,,,,0
584,14738.jpg,0,,,,1
585,14739.jpg,0,,,,0
586,14741.jpg,1,12,,7,1
587,14747.jpg,1,12,10,7,0
588,14764.jpg,0,,,,0
589,14766.jpg,0,,,,0
590,14777.jpg,0,,,,1
591,14786.jpg,0,,,,0
592,14791.jpg,0,,,,1
593,14793.jpg,0,,,,0
594,14797.jpg,0,,,,0
595,14803.jpg,0,,,,0
596,14804.jpg,0,,,,0
597,14815.jpg,0,,,,1
598,14825.jpg,1,10,11,3,1
599,14829.jpg,0,,,,0
600,14837.jpg,0,,,,1
601,14838.jpg,0,,,,0
602,1485.jpg,0,,,,1
603,14864.jpg,0,,,,0
604,14867.jpg,1,12,10,8,0
605,14870.jpg,0,,,,1
606,14892.jpg,1,12,11,7,0
607,14897.jpg,0,,,,0
608,149.jpg,0,,,,0
609,14916.jpg,0,12,12,3,0
610,14927.jpg,0,,,,0
611,14947.jpg,0,,,,1
612,14949.jpg,0,,,,1
613,14975.jpg,0,,,,0
614,14980.jpg,0,,,,0
615,14986.jpg,0,,,,0
616,14990.jpg,0,,,,0
617,14995.jpg,0,,,,0
618,15007.jpg,0,,,,0
619,15026.jpg,0,,,,0
620,15029.jpg,0,,,,0
621,15032.jpg,0,,,,0
622,15035.jpg,0,10,11,8,1
623,15085.jpg,0,,,,0
624,15090.jpg,1,12,11,3,0
625,15097.jpg,0,,,,1
626,15098.jpg,1,12,9,8,0
627,15099.jpg,0,,,,1
628,15102.jpg,0,,,,0
629,15105.jpg,0,,,,0
630,1511.jpg,0,,,,0
631,15129.jpg,0,,,,0
632,15140.jpg,1,12,10,8,0
633,15150.jpg,0,,,,1
634,15164.jpg,0,,,,1
635,15185.jpg,1,12,11,7,0
636,15187.jpg,0,,,,1
637,15226.jpg,0,,,,0
638,15227.jpg,0,,,,0
639,1524.jpg,1,12,13,7,1
640,15259.jpg,1,10,11,7,1
641,15263.jpg,0,,,,0
642,1528.jpg,1,12,2,7,0
643,15283.jpg,0,,,,0
644,15290.jpg,0,,,,1
645,15295.jpg,0,,,,0
646,15298.jpg,0,,,,0
647,15312.jpg,1,12,6,7,0
648,15316.jpg,0,,,,1
649,15321.jpg,0,,,,0
650,15336.jpg,0,,,,0
651,15337.jpg,0,,,,1
652,15359.jpg,1,12,8,1,1
653,15363.jpg,0,,,,1
654,15370.jpg,0,,,,1
655,15371.jpg,0,,,,0
656,15375.jpg,1,12,12,3,0
657,15399.jpg,0,,,,0
658,15410.jpg,1,12,10,7,0
659,15420.jpg,0,,,,0
660,15423.jpg,0,,,,0
661,15425.jpg,0,,,,0
662,15434.jpg,0,,,,0
663,15439.jpg,0,,,,0
664,15458.jpg,1,12,11,8,1
665,15466.jpg,0,,,,1
666,15470.jpg,0,,,,1
667,15476.jpg,0,,,,0
668,15478.jpg,0,,,,0
669,15492.jpg,0,,,,1
670,15493.jpg,1,12,11,7,0
671,15503.jpg,0,,,,1
672,1551.jpg,0,,,,0
673,15515.jpg,0,,,,1
674,15523.jpg,0,,,,0
675,1553.jpg,0,,,,1
676,15535.jpg,0,,,,1
677,1554.jpg,0,,,,0
678,15542.jpg,1,12,12,3,0
679,15565.jpg,1,12,11,3,0
680,15577.jpg,0,,,,1
681,15583.jpg,0,,,,1
682,15587.jpg,1,12,10,3,0
683,15600.jpg,1,12,12,8,0
684,15605.jpg,1,12,11,8,1
685,15606.jpg,0,,,,0
686,15623.jpg,1,12,11,7,1
687,15633.jpg,1,12,6,3,1
688,15634.jpg,0,,,,0
689,1566.jpg,0,,,,0
690,15671.jpg,1,12,8,3,1
691,15678.jpg,1,12,12,1,1
692,15682.jpg,0,,,,0
693,15705.jpg,0,,,,0
694,15711.jpg,0,,,,0
695,15716.jpg,1,12,8,8,0
696,15720.jpg,0,,,,0
697,15724.jpg,1,12,11,3,0
698,15726.jpg,0,,,,0
699,15742.jpg,1,12,10,1,0
700,15763.jpg,0,,,,1
701,15791.jpg,0,,,,1
702,15834.jpg,0,,,,0
703,15865.jpg,1,12,6,8,0
704,15874.jpg,0,,,,1
705,15880.jpg,1,10,10,7,1
706,15882.jpg,0,,,,1
707,15886.jpg,1,12,8,3,1
708,15896.jpg,0,,,6,1
709,159.jpg,0,,,,0
710,15910.jpg,1,12,13,3,0
711,15912.jpg,1,12,11,7,0
712,1592.jpg,0,,,,0
713,15924.jpg,0,,,,0
714,15925.jpg,1,12,11,3,0
715,15930.jpg,0,,,,1
716,15947.jpg,0,,,,0
717,15955.jpg,0,12,8,3,0
718,15958.jpg,0,,,,0
719,15968.jpg,0,,,,0
720,15971.jpg,0,,,,0
721,15972.jpg,0,,,,0
722,15973.jpg,0,,,,0
723,15985.jpg,1,12,11,7,0
724,15995.jpg,0,,,,1
725,160.jpg,1,12,10,1,0
726,16009.jpg,0,,,,1
727,1602.jpg,0,,,,1
728,16051.jpg,0,,,,0
729,16058.jpg,0,,,,0
730,1606.jpg,1,12,10,3,0
731,16073.jpg,1,10,13,7,0
732,16076.jpg,1,12,8,8,0
733,16087.jpg,0,,,,1
734,16095.jpg,0,,,,0
735,16098.jpg,0,,,,0
736,16107.jpg,0,,,,1
737,16113.jpg,0,,,,1
738,16114.jpg,1,12,11,7,1
739,16154.jpg,0,,,,0
740,16160.jpg,0,,,,0
741,16165.jpg,1,12,11,7,1
742,16167.jpg,0,,,,1
743,16173.jpg,0,,,,0
744,16180.jpg,0,,,,0
745,16190.jpg,1,12,8,3,0
746,162.jpg,0,,,,1
747,1620.jpg,0,,,,0
748,16205.jpg,1,12,8,3,0
749,16206.jpg,0,,,,0
750,16209.jpg,0,,,,0
751,16211.jpg,0,,,,1
752,16214.jpg,0,,,,0
753,16219.jpg,0,,,,0
754,16225.jpg,1,12,10,7,1
755,16236.jpg,0,,,,0
756,16244.jpg,0,,,,0
757,16257.jpg,0,,,,0
758,16261.jpg,0,,,,0
759,16272.jpg,0,,,,0
760,16273.jpg,0,,,,0
761,16281.jpg,1,12,10,1,0
762,16289.jpg,0,,,,0
763,16290.jpg,1,12,13,3,0
764,16291.jpg,0,,,,0
765,16321.jpg,1,12,6,3,0
766,16323.jpg,1,12,11,7,0
767,16332.jpg,0,,,,1
768,16338.jpg,0,,,,1
769,16340.jpg,0,,,,0
770,16349.jpg,0,,,,0
771,16350.jpg,0,,,,1
772,16360.jpg,0,,,,0
773,16361.jpg,0,,,,1
774,16365.jpg,0,,,,1
775,16367.jpg,1,12,6,7,1
776,16373.jpg,1,12,12,7,1
777,16375.jpg,0,,,,1
778,1639.jpg,0,,,,1
779,16398.jpg,0,,,,1
780,16401.jpg,0,,,,0
781,16403.jpg,0,,,,0
782,16405.jpg,0,,,,0
783,16408.jpg,0,,,,0
784,16413.jpg,0,,,,1
785,16434.jpg,0,,,,0
786,16440.jpg,0,,,,0
787,16448.jpg,1,12,12,8,0
788,16453.jpg,0,,,,0
789,16464.jpg,0,,,,0
790,16468.jpg,1,12,10,7,1
791,16470.jpg,0,,,,0
792,16497.jpg,1,12,10,7,0
793,16500.jpg,0,,,,0
794,16503.jpg,0,,,,1
795,16523.jpg,1,12,13,7,0
796,16527.jpg,0,,,,0
797,16539.jpg,1,10,11,3,0
798,16571.jpg,0,,,,0
799,16576.jpg,0,,,,1
800,16610.jpg,1,12,8,3,0
801,1663.jpg,0,,,,1
802,1664.jpg,0,,,,0
803,16652.jpg,0,,,,1
804,16680.jpg,0,,,,0
805,1669.jpg,0,,,,1
806,16699.jpg,0,,,,0
807,16706.jpg,0,,,,0
808,16708.jpg,0,,,,0
809,16717.jpg,0,,,,0
810,16720.jpg,0,,,,0
811,16735.jpg,0,,,,0
