Pic_id,MetaphorOccurrence,TargetCategory,SourceCategory,MetaphoricalSenseCategory,SentimentCategory
11600.jpg,0,,,,0
11602.jpg,0,,,,0
11607.jpg,0,,,,0
1161.jpg,0,,,,0
11679.jpg,0,,,,0
1168.jpg,1,12,7,7,0
11680.jpg,0,,,,0
11683.jpg,0,,,,1
11699.jpg,0,,,,0
11702.jpg,0,,,,1
11708.jpg,0,,,,1
1173.jpg,0,,,,1
11747.jpg,0,,,,0
11750.jpg,1,12,10,3,1
11752.jpg,1,10,11,3,0
11758.jpg,0,,,,0
11760.jpg,0,,,,0
11775.jpg,0,,,,1
11778.jpg,1,12,6,3,0
11786.jpg,0,,,,1
11801.jpg,0,,,,0
11808.jpg,1,12,8,3,0
11809.jpg,0,,,,0
11817.jpg,0,,,,0
11822.jpg,1,2,12,3,0
11826.jpg,1,12,10,3,0
11828.jpg,0,,,,1
11841.jpg,0,,,,1
11843.jpg,0,,,,0
11850.jpg,1,12,11,7,1
11852.jpg,1,12,7,8,0
11855.jpg,0,,,,0
11857.jpg,0,,,,0
1186.jpg,1,12,12,7,1
11889.jpg,0,,,,1
11905.jpg,0,,,,0
11919.jpg,0,,,,0
1192.jpg,1,12,12,3,1
11920.jpg,0,,,,0
1194.jpg,1,12,10,7,1
11944.jpg,0,12,5,8,1
11949.jpg,0,,,,0
11961.jpg,0,,,,1
11966.jpg,0,,,,1
11973.jpg,0,,,,0
12043.jpg,0,,,,0
12069.jpg,0,,,,0
12077.jpg,1,12,13,6,0
12080.jpg,0,,,,0
12088.jpg,0,,,,1
12089.jpg,0,,,,0
12100.jpg,0,,,,0
12105.jpg,1,12,11,3,0
12108.jpg,0,,,,0
12109.jpg,0,,,,1
1211.jpg,0,,,,1
12114.jpg,0,,,,0
12119.jpg,1,12,8,7,0
12121.jpg,1,12,11,3,0
12122.jpg,0,,,,0
12129.jpg,0,,,,0
12142.jpg,0,12,12,8,0
12143.jpg,0,12,7,7,0
12150.jpg,0,,,,0
12158.jpg,1,10,11,7,1
12164.jpg,0,,,,1
12169.jpg,0,,,,0
12183.jpg,0,,,,0
12198.jpg,0,,,,0
122.jpg,0,,,,0
12209.jpg,0,,,,0
1221.jpg,1,10,10,3,1
12225.jpg,1,12,10,3,1
12229.jpg,0,,,,0
12240.jpg,0,,,,1
12243.jpg,0,,,,0
12257.jpg,1,12,11,3,0
12266.jpg,0,,,,0
12295.jpg,0,,,,0
12299.jpg,0,,,,0
12311.jpg,0,,,,0
12324.jpg,0,,,,0
12327.jpg,1,12,11,2,0
12331.jpg,0,,,,0
12339.jpg,1,12,10,3,0
12346.jpg,0,,,,0
12348.jpg,0,,,,1
12360.jpg,0,,,,1
12375.jpg,0,,,,1
12378.jpg,0,,,,1
12381.jpg,0,,,,0
12385.jpg,0,,,,0
12387.jpg,0,,,,0
12393.jpg,0,,,,0
1240.jpg,0,,,,1
12415.jpg,1,12,11,7,0
12424.jpg,0,,,,0
12431.jpg,0,,,,1
12435.jpg,0,,,,0
12440.jpg,0,,,,0
12441.jpg,0,,,,1
12457.jpg,0,,,,0
12467.jpg,0,,,,0
12469.jpg,0,,,,0
12470.jpg,0,,,,0
12474.jpg,1,12,12,3,0
12494.jpg,0,,,,0
12495.jpg,0,,,,0
12508.jpg,0,,,,0
12514.jpg,0,,,,0
12521.jpg,0,,,,0
12528.jpg,0,,,,0
12550.jpg,0,,,,0
12557.jpg,0,,,,1
12562.jpg,0,,,,0
12563.jpg,0,,,,0
12569.jpg,0,,,,0
12576.jpg,0,,,,0
12603.jpg,1,10,10,3,0
12605.jpg,0,,,,1
12667.jpg,0,,,,1
12669.jpg,0,,,,0
1268.jpg,0,,,,0
12687.jpg,0,,,,0
127.jpg,0,,,,0
1270.jpg,1,12,8,3,0
12708.jpg,1,12,11,3,1
12769.jpg,1,12,11,7,0
12771.jpg,0,,,,0
12780.jpg,0,,,,0
12801.jpg,0,,,,0
12805.jpg,0,,,,1
1282.jpg,0,,,,1
12820.jpg,0,,,,0
12821.jpg,1,12,10,1,0
12828.jpg,0,,,,1
12829.jpg,1,12,10,7,0
12840.jpg,0,,,,1
12870.jpg,0,,,,1
12877.jpg,0,,,,1
12898.jpg,1,12,8,3,1
12916.jpg,1,12,13,8,0
12924.jpg,0,,,,0
12941.jpg,1,12,11,8,0
12942.jpg,0,,,,0
12964.jpg,0,,,,0
12978.jpg,1,12,12,8,1
12985.jpg,1,12,11,8,1
12997.jpg,1,12,11,7,0
130.jpg,0,,,,0
1300.jpg,0,,,,1
1302.jpg,1,12,10,3,1
1302.jpg,1,12,10,7,1
1303.jpg,0,,,,1
13041.jpg,1,12,2,7,1
1305.jpg,0,,,,0
13053.jpg,1,12,10,7,1
13062.jpg,1,12,11,7,0
13068.jpg,0,,,,0
13081.jpg,0,,,,0
13088.jpg,0,,,,0
13091.jpg,0,,,,0
13096.jpg,0,,,,0
13097.jpg,0,,,,0
13104.jpg,0,,,,0
13105.jpg,0,,,,0
13110.jpg,1,10,13,7,1
13117.jpg,0,,,,1
13123.jpg,0,,,,1
13125.jpg,1,12,12,3,0
13127.jpg,0,,,,1
13136.jpg,0,,,,1
13145.jpg,0,,,,1
13164.jpg,1,12,12,8,0
13171.jpg,1,12,5,3,1
13179.jpg,1,12,11,3,0
13188.jpg,1,12,10,7,1
1319.jpg,1,12,8,7,0
1320.jpg,0,,,,0
13205.jpg,1,10,12,3,0
13215.jpg,0,,,,0
13217.jpg,0,,,,0
1322.jpg,0,,,,0
13223.jpg,0,,,,0
13224.jpg,1,12,11,7,1
1323.jpg,0,,,,0
13231.jpg,0,,,,0
13239.jpg,0,,,,0
13269.jpg,0,,,,0
13309.jpg,1,12,12,7,1
13323.jpg,0,,,,1
13332.jpg,1,12,5,7,1
13337.jpg,1,12,10,3,0
13338.jpg,0,,,,0
13346.jpg,0,,,,0
13348.jpg,0,,,,0
13353.jpg,0,,,,1
13369.jpg,1,12,8,7,1
13390.jpg,0,,,,0
13392.jpg,0,,,,1
13400.jpg,0,,,,0
13409.jpg,1,12,6,3,0
1341.jpg,0,,,,0
13410.jpg,0,,,,1
13423.jpg,0,,,,0
13440.jpg,0,,,,0
13441.jpg,0,,,,0
13446.jpg,0,,,,1
13453.jpg,0,,,,0
13463.jpg,0,,,,0
13464.jpg,0,,,,1
13476.jpg,1,12,10,7,1
13478.jpg,0,,,,0
13491.jpg,1,12,6,7,0
13493.jpg,0,,,,0
13495.jpg,0,,,,0
13499.jpg,0,,,,0
13506.jpg,0,,,,0
13529.jpg,0,,,,0
13530.jpg,0,,,,0
13551.jpg,0,,,,0
13553.jpg,0,,,,1
13564.jpg,0,,,,1
13568.jpg,0,,,,1
1357.jpg,0,,,,0
13571.jpg,0,,,,0
13582.jpg,0,,,,0
13603.jpg,0,,,,0
13618.jpg,0,,,,0
13624.jpg,1,12,11,7,1
13639.jpg,0,,,,0
13640.jpg,1,12,10,7,1
13650.jpg,0,,,,0
13672.jpg,0,,,,0
13680.jpg,0,,,,0
13681.jpg,0,,,,0
13697.jpg,0,,,,0
13699.jpg,0,,,,0
13706.jpg,1,12,11,3,1
13713.jpg,0,,,,1
13728.jpg,1,12,8,3,0
1373.jpg,0,,,,1
13765.jpg,0,,,,0
13776.jpg,0,,,,1
13778.jpg,0,,,,0
13798.jpg,0,,,,0
1380.jpg,1,12,10,7,0
13800.jpg,0,,,,0
13809.jpg,0,,,,1
13810.jpg,0,,,,0
13828.jpg,0,,,,0
13829.jpg,1,12,12,7,0
13837.jpg,1,12,8,7,0
13847.jpg,0,,,,0
13849.jpg,1,12,11,7,1
13853.jpg,1,12,7,2,0
13862.jpg,0,,,,0
13865.jpg,0,,,,0
13866.jpg,1,12,8,3,1
13870.jpg,0,,,,0
13891.jpg,0,,,,0
13894.jpg,0,,,,0
13904.jpg,0,,,,1
13906.jpg,0,,,,0
13919.jpg,0,,,,1
13925.jpg,0,12,2,7,0
1393.jpg,0,,,,0
13934.jpg,0,,,7,0
13943.jpg,1,12,10,8,1
13944.jpg,1,12,12,7,0
13948.jpg,0,,,,0
13957.jpg,0,,,,0
13965.jpg,0,,,,1
13979.jpg,0,,,,0
13993.jpg,1,12,13,7,0
13996.jpg,0,,,,0
14007.jpg,0,,,,0
14018.jpg,0,,,,1
1403.jpg,0,,,,1
14037.jpg,0,,,,0
14053.jpg,0,,,,1
14064.jpg,0,,,,0
1407.jpg,0,,,,0
14076.jpg,0,,,,1
14079.jpg,1,12,10,7,0
14084.jpg,0,,,,0
14085.jpg,0,,,,0
14086.jpg,0,,,,0
1409.jpg,0,,,,0
14100.jpg,1,12,11,7,1
14116.jpg,0,,,,0
1414.jpg,1,12,10,7,1
14141.jpg,0,,,,0
14142.jpg,0,,,,0
14144.jpg,0,,,,0
14164.jpg,0,,,,0
14168.jpg,1,12,11,7,0
14172.jpg,0,,,,0
14173.jpg,0,,,,1
14181.jpg,0,,,,0
14183.jpg,0,,,,0
14197.jpg,0,,,,0
14211.jpg,0,,,,0
1422.jpg,1,12,10,7,0
14220.jpg,0,,,,1
14222.jpg,0,,,,1
14226.jpg,0,,,,1
14232.jpg,1,12,13,7,0
14235.jpg,0,,,,0
14242.jpg,0,,,,0
14247.jpg,0,,,,0
14266.jpg,0,,,,0
14281.jpg,0,,,,0
14284.jpg,0,,,,0
14285.jpg,0,,,,1
1429.jpg,0,,,,0
14299.jpg,0,,,,0
14324.jpg,0,,,,0
14325.jpg,1,12,7,7,0
14334.jpg,0,,,,1
14344.jpg,0,,,,0
14349.jpg,1,12,11,7,0
14355.jpg,1,12,11,7,1
14363.jpg,1,12,10,3,0
1438.jpg,1,12,11,3,1
14388.jpg,0,,,,0
14409.jpg,0,,,,0
14413.jpg,0,,,,1
14421.jpg,0,,,,0
14441.jpg,0,,,,0
14448.jpg,0,,,,1
1445.jpg,0,,,,0
14477.jpg,1,10,11,7,1
14478.jpg,0,,,,0
14479.jpg,0,,,,0
1448.jpg,0,,,,0
14485.jpg,0,,,,0
14490.jpg,1,12,11,3,0
14495.jpg,0,,,,1
14501.jpg,1,12,11,7,1
14509.jpg,1,12,11,7,0
1451.jpg,0,12,5,,0
14513.jpg,1,2,5,3,1
14520.jpg,0,12,12,8,0
14525.jpg,1,12,8,7,0
14534.jpg,0,,,,0
14536.jpg,0,,,,0
1455.jpg,0,,,,1
14553.jpg,0,,,,0
14563.jpg,0,,,,0
14567.jpg,0,,,,0
1457.jpg,0,,,,0
14579.jpg,0,,,,1
14580.jpg,0,,,,1
14583.jpg,0,,,,1
14584.jpg,0,,,,1
14597.jpg,1,12,6,7,0
14604.jpg,0,,,,1
14614.jpg,0,,,,0
14619.jpg,0,12,12,8,0
14634.jpg,0,,,,0
14643.jpg,0,,,,0
14661.jpg,0,,,,1
14662.jpg,1,12,10,7,0
1468.jpg,0,,,,0
14682.jpg,1,12,12,3,1
14693.jpg,0,,,,0
1472.jpg,0,,,,0
14733.jpg,0,,,,0
14734.jpg,0,,,,0
14736.jpg,0,,,,0
14738.jpg,0,,,,1
14739.jpg,0,,,,0
14741.jpg,1,12,,7,1
14747.jpg,1,12,10,7,0
14764.jpg,0,,,,0
14766.jpg,0,,,,0
14777.jpg,0,,,,1
14786.jpg,0,,,,0
14791.jpg,0,,,,1
14793.jpg,0,,,,0
14797.jpg,0,,,,0
14803.jpg,0,,,,0
14804.jpg,0,,,,0
14815.jpg,0,,,,1
14825.jpg,1,10,11,3,1
14829.jpg,0,,,,0
14837.jpg,0,,,,1
14838.jpg,0,,,,0
1485.jpg,0,,,,1
14864.jpg,0,,,,0
14867.jpg,1,12,10,8,0
14870.jpg,0,,,,1
14892.jpg,1,12,11,7,0
14897.jpg,0,,,,0
149.jpg,0,,,,0
14916.jpg,0,12,12,3,0
14927.jpg,0,,,,0
14947.jpg,0,,,,1
14949.jpg,0,,,,1
14975.jpg,0,,,,0
14980.jpg,0,,,,0
14986.jpg,0,,,,0
14990.jpg,0,,,,0
14995.jpg,0,,,,0
15007.jpg,0,,,,0
15026.jpg,0,,,,0
15029.jpg,0,,,,0
15032.jpg,0,,,,0
15035.jpg,0,10,11,8,1
15085.jpg,0,,,,0
15090.jpg,1,12,11,3,0
15097.jpg,0,,,,1
15098.jpg,1,12,9,8,0
15099.jpg,0,,,,1
15102.jpg,0,,,,0
15105.jpg,0,,,,0
1511.jpg,0,,,,0
15129.jpg,0,,,,0
15140.jpg,1,12,10,8,0
15150.jpg,0,,,,1
15164.jpg,0,,,,1
15185.jpg,1,12,11,7,0
15187.jpg,0,,,,1
15226.jpg,0,,,,0
15227.jpg,0,,,,0
1524.jpg,1,12,13,7,1
15259.jpg,1,10,11,7,1
15263.jpg,0,,,,0
1528.jpg,1,12,2,7,0
15283.jpg,0,,,,0
15290.jpg,0,,,,1
15295.jpg,0,,,,0
15298.jpg,0,,,,0
15312.jpg,1,12,6,7,0
15316.jpg,0,,,,1
15321.jpg,0,,,,0
15336.jpg,0,,,,0
15337.jpg,0,,,,1
15359.jpg,1,12,8,1,1
15363.jpg,0,,,,1
15370.jpg,0,,,,1
15371.jpg,0,,,,0
15375.jpg,1,12,12,3,0
15399.jpg,0,,,,0
15410.jpg,1,12,10,7,0
15420.jpg,0,,,,0
15423.jpg,0,,,,0
15425.jpg,0,,,,0
15434.jpg,0,,,,0
15439.jpg,0,,,,0
15458.jpg,1,12,11,8,1
15466.jpg,0,,,,1
15470.jpg,0,,,,1
15476.jpg,0,,,,0
15478.jpg,0,,,,0
15492.jpg,0,,,,1
15493.jpg,1,12,11,7,0
15503.jpg,0,,,,1
1551.jpg,0,,,,0
15515.jpg,0,,,,1
15523.jpg,0,,,,0
1553.jpg,0,,,,1
15535.jpg,0,,,,1
1554.jpg,0,,,,0
15542.jpg,1,12,12,3,0
15565.jpg,1,12,11,3,0
15577.jpg,0,,,,1
15583.jpg,0,,,,1
15587.jpg,1,12,10,3,0
15600.jpg,1,12,12,8,0
15605.jpg,1,12,11,8,1
15606.jpg,0,,,,0
15623.jpg,1,12,11,7,1
15633.jpg,1,12,6,3,1
15634.jpg,0,,,,0
1566.jpg,0,,,,0
15671.jpg,1,12,8,3,1
15678.jpg,1,12,12,1,1
15682.jpg,0,,,,0
15705.jpg,0,,,,0
15711.jpg,0,,,,0
15716.jpg,1,12,8,8,0
15720.jpg,0,,,,0
15724.jpg,1,12,11,3,0
15726.jpg,0,,,,0
15742.jpg,1,12,10,1,0
15763.jpg,0,,,,1
15791.jpg,0,,,,1
15834.jpg,0,,,,0
15865.jpg,1,12,6,8,0
15874.jpg,0,,,,1
15880.jpg,1,10,10,7,1
15882.jpg,0,,,,1
15886.jpg,1,12,8,3,1
15896.jpg,0,,,6,1
159.jpg,0,,,,0
15910.jpg,1,12,13,3,0
15912.jpg,1,12,11,7,0
1592.jpg,0,,,,0
15924.jpg,0,,,,0
15925.jpg,1,12,11,3,0
15930.jpg,0,,,,1
15947.jpg,0,,,,0
15955.jpg,0,12,8,3,0
15958.jpg,0,,,,0
15968.jpg,0,,,,0
15971.jpg,0,,,,0
15972.jpg,0,,,,0
15973.jpg,0,,,,0
15985.jpg,1,12,11,7,0
15995.jpg,0,,,,1
160.jpg,1,12,10,1,0
16009.jpg,0,,,,1
1602.jpg,0,,,,1
16051.jpg,0,,,,0
16058.jpg,0,,,,0
1606.jpg,1,12,10,3,0
16073.jpg,1,10,13,7,0
16076.jpg,1,12,8,8,0
16087.jpg,0,,,,1
16095.jpg,0,,,,0
16098.jpg,0,,,,0
16107.jpg,0,,,,1
16113.jpg,0,,,,1
16114.jpg,1,12,11,7,1
16154.jpg,0,,,,0
16160.jpg,0,,,,0
16165.jpg,1,12,11,7,1
16167.jpg,0,,,,1
16173.jpg,0,,,,0
16180.jpg,0,,,,0
16190.jpg,1,12,8,3,0
162.jpg,0,,,,1
1620.jpg,0,,,,0
16205.jpg,1,12,8,3,0
16206.jpg,0,,,,0
16209.jpg,0,,,,0
16211.jpg,0,,,,1
16214.jpg,0,,,,0
16219.jpg,0,,,,0
16225.jpg,1,12,10,7,1
16236.jpg,0,,,,0
16244.jpg,0,,,,0
16257.jpg,0,,,,0
16261.jpg,0,,,,0
16272.jpg,0,,,,0
16273.jpg,0,,,,0
16281.jpg,1,12,10,1,0
16289.jpg,0,,,,0
16290.jpg,1,12,13,3,0
16291.jpg,0,,,,0
16321.jpg,1,12,6,3,0
16323.jpg,1,12,11,7,0
16332.jpg,0,,,,1
16338.jpg,0,,,,1
16340.jpg,0,,,,0
16349.jpg,0,,,,0
16350.jpg,0,,,,1
16360.jpg,0,,,,0
16361.jpg,0,,,,1
16365.jpg,0,,,,1
16367.jpg,1,12,6,7,1
16373.jpg,1,12,12,7,1
16375.jpg,0,,,,1
1639.jpg,0,,,,1
16398.jpg,0,,,,1
16401.jpg,0,,,,0
16403.jpg,0,,,,0
16405.jpg,0,,,,0
16408.jpg,0,,,,0
16413.jpg,0,,,,1
16434.jpg,0,,,,0
16440.jpg,0,,,,0
16448.jpg,1,12,12,8,0
16453.jpg,0,,,,0
16464.jpg,0,,,,0
16468.jpg,1,12,10,7,1
16470.jpg,0,,,,0
16497.jpg,1,12,10,7,0
16500.jpg,0,,,,0
16503.jpg,0,,,,1
16523.jpg,1,12,13,7,0
16527.jpg,0,,,,0
16539.jpg,1,10,11,3,0
16571.jpg,0,,,,0
16576.jpg,0,,,,1
16610.jpg,1,12,8,3,0
1663.jpg,0,,,,1
1664.jpg,0,,,,0
16652.jpg,0,,,,1
16680.jpg,0,,,,0
1669.jpg,0,,,,1
16699.jpg,0,,,,0
16706.jpg,0,,,,0
16708.jpg,0,,,,0
16717.jpg,0,,,,0
16720.jpg,0,,,,0
16735.jpg,0,,,,0
16737.jpg,0,,,,0
16741.jpg,1,12,10,7,0
16757.jpg,0,,,,1
16766.jpg,0,,,,1
16769.jpg,0,,,,0
16774.jpg,0,,,,0
16781.jpg,0,,,,0
16786.jpg,0,,,,1
16801.jpg,0,,,,0
16807.jpg,1,12,10,7,0
16809.jpg,1,12,10,7,1
1681.jpg,1,10,10,7,1
16811.jpg,1,12,10,7,1
16818.jpg,1,12,8,7,0
16823.jpg,0,,,,1
16830.jpg,1,12,12,8,0
16832.jpg,0,,,,0
16836.jpg,0,,,,1
16837.jpg,0,,,,1
16855.jpg,1,10,10,7,1
16860.jpg,0,,,,1
16869.jpg,1,12,10,3,1
16871.jpg,0,,,,0
16874.jpg,0,,,,0
16875.jpg,0,,,,1
16877.jpg,1,12,11,3,0
1688.jpg,0,,,,0
16881.jpg,1,12,11,3,1
16895.jpg,0,,,,0
16900.jpg,1,12,8,8,0
16903.jpg,1,12,6,7,0
16904.jpg,1,12,13,7,1
16909.jpg,0,,,,1
16912.jpg,0,,,,0
16917.jpg,0,,,,1
16920.jpg,0,,,,1
16926.jpg,1,12,11,3,1
16927.jpg,0,,,,0
16934.jpg,1,12,5,7,
16951.jpg,1,12,12,3,0
16963.jpg,0,,,,1
16976.jpg,0,,,,0
16979.jpg,0,,,,1
16982.jpg,1,12,11,7,0
16985.jpg,0,,,,0
16991.jpg,0,,,,0
17005.jpg,0,,,,1
17023.jpg,0,,,,0
17045.jpg,1,12,7,7,0
17047.jpg,0,,,,0
17049.jpg,1,12,10,3,0
17065.jpg,0,,,,0
17066.jpg,0,,,,1
17077.jpg,0,,,,0
1708.jpg,0,,,,0
17090.jpg,0,,,,0
17093.jpg,0,,,,0
17100.jpg,1,12,12,7,1
17106.jpg,0,,,,0
17125.jpg,1,12,12,8,0
17127.jpg,1,10,10,3,1
17138.jpg,1,12,11,3,1
1714.jpg,0,,,,1
17153.jpg,0,,,,0
17156.jpg,0,,,,1
17158.jpg,0,,,,1
17172.jpg,0,,,,0
17178.jpg,0,,,,1
17182.jpg,1,10,10,3,1
17184.jpg,1,12,10,7,0
17187.jpg,0,,,,1
17191.jpg,0,,,,1
17194.jpg,0,,,,0
17208.jpg,1,12,11,7,0
17214.jpg,0,,,,1
17222.jpg,0,,,,0
17223.jpg,1,12,12,3,0
17226.jpg,0,,,,0
17227.jpg,0,,,,-1
17242.jpg,0,,,,0
17246.jpg,0,,,,1
17256.jpg,0,,,,1
17277.jpg,0,,,,1
17282.jpg,0,,,,0
17287.jpg,0,,,,0
17288.jpg,0,12,12,3,0
17291.jpg,0,,,,1
17301.jpg,1,12,11,3,1
17317.jpg,0,,,,0
17319.jpg,0,,,,0
17323.jpg,0,,,,0
17324.jpg,0,,,,0
17327.jpg,0,,,,0
1733.jpg,0,,,,0
17331.jpg,1,12,11,7,1
17347.jpg,1,12,11,8,1
17350.jpg,1,12,10,7,0
17352.jpg,0,,,,1
17367.jpg,1,12,10,7,0
17373.jpg,0,,,,1
1738.jpg,0,,,,0
17384.jpg,1,12,8,7,1
17397.jpg,0,,,,0
17399.jpg,1,12,11,1,0
17400.jpg,1,12,11,7,0
17403.jpg,1,12,8,3,1
17407.jpg,0,,,,0
17414.jpg,0,,,,0
